facility_name,address,suburb,postcode,state,latitude,longitude,coord_source,duplicate_count,source_file,source_provenance,ewaste_match_flag,ewaste_match_text,ewaste_match_column,review_flag,dedupe_key,original_latitude,original_longitude,original_coord_source,maptiler_query,maptiler_place_name,maptiler_match_score,maptiler_feature_id
ASHFORD RURAL TRANSFER STATION,159 LIMESTONE ROAD,ASHFORD,2361,NSW,-29.325729806270473,151.0945361852646,maptiler_other,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,ashford rural transfer station|2361,-29.32,151.1,postcode_fallback,"ASHFORD RURAL TRANSFER STATION, 159 LIMESTONE ROAD, ASHFORD, NSW, 2361, Australia","Ashford, New South Wales, Australia",11,municipality.133566
DOMAYNE FYSHWICK,80 COLLIE STREET,FYSHWICK,2609,ACT,-35.32884845069557,149.17984685940905,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,domayne fyshwick|2609,-35.3,149.19,postcode_fallback,"DOMAYNE FYSHWICK, 80 COLLIE STREET, FYSHWICK, ACT, 2609, Australia","Collie Street, Fyshwick, Canberra Central Australian Capital Territory 2609, Australia",25,address.11874069
BLAXLAND RESOURCE RECOVERY AND WASTE MANAGEMENT FA,28-30 ATTUNGA ROAD,BLAXLAND,2774,NSW,-33.73664743676722,150.60944864770636,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,blaxland resource recovery and waste management fa|2774,-33.74,150.61,postcode_fallback,"BLAXLAND RESOURCE RECOVERY AND WASTE MANAGEMENT FA, 28-30 ATTUNGA ROAD, BLAXLAND, NSW, 2774, Australia","Attunga Road, Blaxland, New South Wales 2774, Australia",25,address.2682801
OLD QUARRY ROAD WASTE MANAGEMENT FACILITY,LOT 422 OLD QUARRY ROAD,NORTHAM,6401,WA,-31.645766195024354,116.63596111799416,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,old quarry road waste management facility|6401,-31.54,116.61,postcode_fallback,"OLD QUARRY ROAD WASTE MANAGEMENT FACILITY, NORTHAM, WA, Australia","Old Quarry Road, Northam, Western Australia, Australia",17,address.796772
LONGFORD TRANSFER STATION AND TIP SHOP,291 MARLBOROUGH STREET,LONGFORD,7301,TAS,-41.621464267364985,147.1132491309445,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,longford transfer station and tip shop|7301,-41.62,146.99,postcode_fallback,"291 MARLBOROUGH STREET, LONGFORD, TAS, 7301, Australia","Marlborough Street, Longford, Tasmania, Australia",21,address.6464947
HARVEY NORMAN,41-49 WILLARONG ROAD,CARINGBAH,2229,NSW,-34.029515,151.12097600000004,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman|2229,-34.04,151.12,postcode_fallback,"41-49 WILLARONG ROAD, CARINGBAH, NSW, 2229, Australia","41-49 Willarong Road, Caringbah, New South Wales 2229, Australia",41,address.5299996
OFFICEWORKS,240-260 HILLSBOROUGH ROAD,WARNERS BAY,2282,NSW,-32.964381,151.66124200000002,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|2282,-32.99,151.64,postcode_fallback,"OFFICEWORKS, 240-260 HILLSBOROUGH ROAD, WARNERS BAY, NSW, 2282, Australia","240-260 Hillsborough Road, Warners Bay, Newcastle-Maitland New South Wales 2282, Australia",41,address.12552998
OFFICEWORKS,22 ORANGE GROVE ROAD,WARWICK FARM,2170,NSW,-33.90783884668855,150.91887280201104,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|2170,-33.95,150.91,postcode_fallback,"OFFICEWORKS, 22 ORANGE GROVE ROAD, WARWICK FARM, NSW, 2170, Australia","Orange Grove Road, Warwick Farm, New South Wales 2170, Australia",25,address.8495461
AMERY REFUSE SITE,CNR DOWERIN/KALANNIE ROADS,MINNIVALE,6462,WA,-31.05620835819989,117.17790314848219,maptiler_other,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,amery refuse site|6462,-31.27,117.23,postcode_fallback,"AMERY REFUSE SITE, MINNIVALE, WA, Australia","Minnivale, Western Australia, Australia",11,municipality.172223
OFFICEWORKS,105 CAMPBELL STREET,HOBART,7000,TAS,-42.877037613184406,147.32711512357628,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|7000,-42.87,147.33,postcode_fallback,"OFFICEWORKS, 105 CAMPBELL STREET, HOBART, TAS, 7000, Australia","Campbell Street, Hobart, Tasmania 7000, Australia",29,address.2732597
OFFICEWORKS,423 SMOLLETT STREET,ALBURY,2640,NSW,-36.084258,146.92269199999998,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|2640,-36.08,146.91,postcode_fallback,"OFFICEWORKS, 423 SMOLLETT STREET, ALBURY, NSW, 2640, Australia","423 Smollett Street, Albury, New South Wales 2640, Australia",41,address.12870919
OFFICEWORKS,1 WHYALLA STREET,FYSHWICK,2609,ACT,-35.334358,149.17163800000003,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|2609,-35.3,149.19,postcode_fallback,"OFFICEWORKS, 1 WHYALLA STREET, FYSHWICK, ACT, 2609, Australia","1 Whyalla Street, Fyshwick, Canberra Central Australian Capital Territory 2609, Australia",41,address.4046238
PORTSMITH TRANSFER STATION,37-51 LYONS STREET,PORTSMITH,4870,QLD,-16.946734,145.76048400000002,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,portsmith transfer station|4870,-16.88,145.75,postcode_fallback,"37-51 LYONS STREET, PORTSMITH, QLD, 4870, Australia","37-51 Lyons Street, Portsmith, Queensland 4870, Australia",41,address.12577469
IGEAR,28 RAILWAY TERRACE,ALICE SPRINGS,0870,NT,-23.69803108948012,133.8788613313768,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,igear|0870,-12.44,130.84,postcode_fallback,"IGEAR, 28 RAILWAY TERRACE, ALICE SPRINGS, NT, 0870, Australia","Railway Terrace, Alice Springs, Northern Territory 0870, Australia",25,address.2844884
KARRATHA 7 MILE WASTE FACILITY,LOT 553 PINDAN ROAD,GAP RIDGE,6714,WA,-20.765167637171295,116.76839348090346,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,karratha 7 mile waste facility|6714,-20.66,117.09,postcode_fallback,"LOT 553 PINDAN ROAD, GAP RIDGE, WA, 6714, Australia","Pindan Road, Gap Ridge, Western Australia, Australia",17,address.11335820
ADVANCED RECYCLING TECHNOLOGIES,13 CHRYSLER ROAD,LONSDALE,5160,SA,-35.097387249251454,138.4882632273334,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE RECYCLING FACILITY,facility_infrastructure_type,,advanced recycling technologies|5160,-35.1,138.5,postcode_fallback,"ADVANCED RECYCLING TECHNOLOGIES, 13 CHRYSLER ROAD, LONSDALE, SA, 5160, Australia","Chrysler Road, Lonsdale, South Australia 5160, Australia",25,address.4968813
KIMBRIKI RESOURCE RECOVERY CENTRE,KIMBRIKI ROAD,INGLESIDE,2101,NSW,-33.69141577725334,151.23687399194887,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,kimbriki resource recovery centre|2101,-33.7,151.28,postcode_fallback,"KIMBRIKI RESOURCE RECOVERY CENTRE, KIMBRIKI ROAD, INGLESIDE, NSW, 2101, Australia","Kimbriki Road, Ingleside, New South Wales, Australia",33,address.4538090
HARVEY NORMAN,133 GARLING STREET,O'CONNOR,6163,WA,-32.062251350603255,115.77842719852924,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman|6163,-32.09,115.84,postcode_fallback,"133 GARLING STREET, O'CONNOR, WA, 6163, Australia","Darling Street, White Gum Valley, Western Australia 6163, Australia",18,address.2077745
CANNONVALE TRANSFER STATION,CARLO DRIVE,CANNONVALE,4802,QLD,-20.285666974841735,148.67436042235624,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,cannonvale transfer station|4802,-20.27,148.72,postcode_fallback,"CARLO DRIVE, CANNONVALE, QLD, 4802, Australia","Carlo Drive, Cannonvale, Queensland 4802, Australia",41,address.3607640
OFFICEWORKS,22-26 THIRD AVENUE,BLACKTOWN,2148,NSW,-33.76559666672427,150.90910627481696,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|2148,-33.79,150.87,postcode_fallback,"OFFICEWORKS, 22-26 THIRD AVENUE, BLACKTOWN, NSW, 2148, Australia","Third Avenue, Blacktown, New South Wales 2148, Australia",25,address.12385947
LAKES CREEK ROAD WASTE MANAGEMENT FACILITY,152 LAKES CREEK ROAD,THE COMMON,4701,QLD,-23.377781,150.53567599999997,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,lakes creek road waste management facility|4701,-23.36,150.52,postcode_fallback,"152 LAKES CREEK ROAD, THE COMMON, QLD, 4701, Australia","152 Lakes Creek Road, The Common, Queensland 4701, Australia",41,address.14530641
HARVEY NORMAN (WAREHOUSE),31 KAKARRA ROAD,WEST KALGOORLIE,6430,WA,-30.78340804795295,121.43411734579126,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman warehouse|6430,-30.81,121.38,postcode_fallback,"31 KAKARRA ROAD, WEST KALGOORLIE, WA, 6430, Australia","Kakarra Road, West Kalgoorlie, Western Australia 6430, Australia",25,address.6394799
TAMMIN REFUSE FACILITY,HUNT ROAD,SOUTH TAMMIN,6409,WA,-31.655385040971222,117.49096293180048,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,tammin refuse facility|6409,-31.52,117.43,postcode_fallback,"TAMMIN REFUSE FACILITY, HUNT ROAD, SOUTH TAMMIN, WA, 6409, Australia","Hunt Road, South Tammin, Western Australia 6409, Australia",41,address.6998693
MORUYA TRANSFER STATION,21 YARRAGEE ROAD,MORUYA,2537,NSW,-35.90973058065534,150.04898235584847,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,moruya transfer station|2537,-35.98,150.11,postcode_fallback,"MORUYA TRANSFER STATION, 21 YARRAGEE ROAD, MORUYA, NSW, 2537, Australia","Yarragee Road, Moruya, New South Wales, Australia",17,address.9878579
CERTIFIED DESTRUCTION SERVICES,120 KURRAJONG AVENUE,MOUNT DRUITT,2770,NSW,-33.764743821110926,150.80964844991797,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,certified destruction services|2770,-33.73,150.82,postcode_fallback,"CERTIFIED DESTRUCTION SERVICES, 120 KURRAJONG AVENUE, MOUNT DRUITT, NSW, 2770, Australia","Kurrajong Avenue, Mount Druitt, New South Wales 2770, Australia",25,address.2263629
HARVEY NORMAN,25-33 BARRIER STREET,FYSHWICK,2609,ACT,-35.32840824750703,149.17183980795448,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman|2609,-35.3,149.19,postcode_fallback,"25-33 BARRIER STREET, FYSHWICK, ACT, 2609, Australia","Barrier Street, Fyshwick, Canberra Central Australian Capital Territory 2609, Australia",25,address.2758552
URALLA COMMUNITY RECYCLING CENTRE,TIP ROAD,URALLA,2358,NSW,-30.649784445254205,151.4811012563464,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,uralla community recycling centre|2358,-30.59,151.56,postcode_fallback,"URALLA COMMUNITY RECYCLING CENTRE, TIP ROAD, URALLA, NSW, 2358, Australia","Tip Road, Uralla, New South Wales 2358, Australia",41,address.3562146
ANGLICARE,ALLOTMENT 24 (FP 130716) RIDGEWAY ROAD,EDINBURGH NORTH,5113,SA,-34.706698986351796,138.65716645806765,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,anglicare|5113,-34.7,138.67,postcode_fallback,"ANGLICARE, ALLOTMENT 24 (FP 130716) RIDGEWAY ROAD, EDINBURGH NORTH, SA, 5113, Australia","Ridgeway Road, Edinburgh North, South Australia 5113, Australia",25,address.9924557
KURRAJONG RECYCLING,54 CHASTON STREET,WAGGA WAGGA,2650,NSW,-35.121144904876274,147.35026499163234,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,kurrajong recycling|2650,-35.16,147.51,postcode_fallback,"54 CHASTON STREET, WAGGA WAGGA, NSW, 2650, Australia","Chaston Street, Wagga Wagga, New South Wales 2650, Australia",25,address.3505368
OFFICEWORKS,UNIT 3 14 STOCKLAND DRIVE,KELSO,2795,NSW,-33.420825,149.602398,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,officeworks|2795,-33.91,149.33,postcode_fallback,"OFFICEWORKS, UNIT 3 14 STOCKLAND DRIVE, KELSO, NSW, 2795, Australia","14 Stockland Drive, Kelso, New South Wales 2795, Australia",25,address.8867714
HARVEY NORMAN DOMAYNE,SHOP 4 4-6 NIANGALA CLOSE,BELROSE,2085,NSW,-33.704226,151.21304799999996,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman domayne|2085,-33.74,151.21,postcode_fallback,"HARVEY NORMAN DOMAYNE, SHOP 4 4-6 NIANGALA CLOSE, BELROSE, NSW, 2085, Australia","4-6 Niangala Close, Belrose, New South Wales 2085, Australia",25,address.4960389
ENDEAVOUR FOUNDATION,SHOP 4 95 DUCKWORTH STREET,GARBUTT,4814,QLD,-19.271583988378627,146.75990253017017,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,endeavour foundation|4814,-19.3,146.76,postcode_fallback,"ENDEAVOUR FOUNDATION, SHOP 4 95 DUCKWORTH STREET, GARBUTT, QLD, 4814, Australia","Duckworth Street, Garbutt, Queensland 4814, Australia",25,address.8357917
HARVEY NORMAN,331-335 MULGOA ROAD,JAMISONTOWN,2750,NSW,-33.77163243324937,150.66928912713956,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman|2750,-33.74,150.65,postcode_fallback,"331-335 MULGOA ROAD, JAMISONTOWN, NSW, 2750, Australia","Mulgoa Road Offramp, Jamisontown, New South Wales 2750, Australia",25,address.12728744
ASPITECH,149 HOLBROOKS ROAD,UNDERDALE,5032,SA,-34.914418207559706,138.548910469176,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,aspitech|5032,-34.93,138.54,postcode_fallback,"ASPITECH, 149 HOLBROOKS ROAD, UNDERDALE, SA, 5032, Australia","Holbrooks Road, Underdale, South Australia 5032, Australia",25,address.15447605
NHULUNBUY LANDFILL,LOT 1422,NHULUNBUY,0880,NT,-12.188108309210605,136.7904281616211,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,nhulunbuy landfill|0880,-12.38,130.87,postcode_fallback,"LOT 1422, NHULUNBUY, NT, 0880, Australia","Nhulunbuy Christian College Road, Nhulunbuy, Northern Territory 0880, Australia",25,address.15616105
ADELAIDE WASTE AND RECYCLING CENTRE,181 MORPHETT ROAD,NORTH PLYMPTON,5037,SA,-34.95574810440229,138.54953113943338,maptiler_other,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,adelaide waste and recycling centre|5037,-34.96,138.57,postcode_fallback,"181 MORPHETT ROAD, NORTH PLYMPTON, SA, 5037, Australia","North Plympton, South Australia, Australia",11,municipality.156575
HUMPTY DOO TRANSFER STATION,225 STRANGWAYS ROAD,HUMPTY DOO,0836,NT,-12.584125270953578,131.11474784040354,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,humpty doo transfer station|0836,-12.53,131.1,postcode_fallback,"225 STRANGWAYS ROAD, HUMPTY DOO, NT, 0836, Australia","Strangways Road, Humpty Doo, Northern Territory, Australia",17,address.7038786
BUNGENDORE RESOURCE RECOVERY FACILITY,210 TARAGO ROAD,BUNGENDORE,2621,NSW,-35.254737449445734,149.4387163594365,maptiler_other,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,bungendore resource recovery facility|2621,-35.81,149.43,postcode_fallback,"210 TARAGO ROAD, BUNGENDORE, NSW, 2621, Australia","Bungendore, New South Wales, Australia",11,municipality.136230
WASTE MANAGEMENT FACILITY,51 STANLEY ROAD,WELLESLEY,6233,WA,-33.240316,115.75482,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,waste management facility|6233,-33.28,115.71,postcode_fallback,"WASTE MANAGEMENT FACILITY, 51 STANLEY ROAD, WELLESLEY, WA, 6233, Australia","51 Stanley Road, Wellesley, Western Australia 6233, Australia",41,address.6413533
HARVEY NORMAN,SHOP 7 94 BORELLA ROAD,EAST ALBURY,2640,NSW,-36.07584242644947,146.92787373288877,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman|2640,-36.08,146.91,postcode_fallback,"SHOP 7 94 BORELLA ROAD, EAST ALBURY, NSW, 2640, Australia","Borella Road Offramp, East Albury, New South Wales 2640, Australia",25,address.5265460
HARVEY NORMAN,822-826 MARION ROAD,MARION,5043,SA,-34.976665525247356,138.5557638355765,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,harvey norman|5043,-34.99,138.56,postcode_fallback,"822-826 MARION ROAD, MARION, SA, 5043, Australia","Marion Road, South Plympton, South Australia 5038, Australia",17,address.14587711
THE GOOD GUYS,UNIT 5 112 MINJUNGBAL DRIVE,TWEED HEADS SOUTH,2486,NSW,-28.195668586796234,153.54212030975646,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,the good guys|2486,-28.21,153.54,postcode_fallback,"THE GOOD GUYS, UNIT 5 112 MINJUNGBAL DRIVE, TWEED HEADS SOUTH, NSW, 2486, Australia","Minjungbal Drive, Tweed Heads South, New South Wales 2486, Australia",25,address.12716293
SHRED-X SA,3/2 LAFITTE RD,DRY CREEK,5094,SA,-34.814806654190804,138.56705199927092,maptiler_other,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,shred x sa|5094,-34.83,138.6,postcode_fallback,"SHRED-X SA, 3/2 LAFITTE RD, DRY CREEK, SA, 5094, Australia","Dry Creek, South Australia, Australia",11,municipality.146372
MRI E-CYCLE SOLUTIONS (AUST) PTY LTD,36 ORANGE GROVE ROAD,WARWICK FARM,2170,NSW,-33.90783884668855,150.91887280201104,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE RECYCLING FACILITY,facility_infrastructure_type,,mri e cycle solutions aust pty ltd|2170,-33.95,150.91,postcode_fallback,"MRI E-CYCLE SOLUTIONS (AUST) PTY LTD, 36 ORANGE GROVE ROAD, WARWICK FARM, NSW, 2170, Australia","Orange Grove Road, Warwick Farm, New South Wales 2170, Australia",25,address.8495461
SHRED-X TAS,4-8 SUNMONT STREET,DERWENT PARK,7009,TAS,-42.829533871201555,147.30642240606426,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,shred x tas|7009,-42.84,147.29,postcode_fallback,"SHRED-X TAS, 4-8 SUNMONT STREET, DERWENT PARK, TAS, 7009, Australia","Sunmont Street, Derwent Park, Tasmania 7009, Australia",29,address.10722498
NORTHERN SYDNEY COMMUNITY RECYCLING CENTRE,8 WALTHAM STREET,ARTARMON,2064,NSW,-33.814865,151.1875,maptiler_address,1,147594_01_1.csv,147594_01_1.csv,1,E-WASTE DROP-OFF FACILITY,facility_infrastructure_type,,northern sydney community recycling centre|2064,-33.81,151.19,postcode_fallback,"NORTHERN SYDNEY COMMUNITY RECYCLING CENTRE, 8 WALTHAM STREET, ARTARMON, NSW, 2064, Australia","8 Waltham Street, Artarmon, New South Wales 2064, Australia",41,address.13527277
