report_year,state,metal,total_air_emission_kg,total_water_emission_kg,total_land_emission_kg,facility_count
2016/2017,NT,Mercury & compounds,8.648366336340223,1.3689339138856,1.4531297183003011,57
2016/2017,QLD,Cadmium & compounds,2412.0253231488755,863.24636124,51.455107468601845,276
2016/2017,QLD,Lead & compounds,70788.50186552502,133.1959169,124.2073705177083,319
2016/2017,QLD,Mercury & compounds,1299.5412917701449,35.015511165,0.995944055497221,344
2016/2017,SA,Cadmium & compounds,1976.490382471795,999.3019,96.69510547113207,89
2016/2017,SA,Lead & compounds,56713.34844819876,9984.369131,29.35019704309434,115
2016/2017,SA,Mercury & compounds,668.1265972520175,6.6137058,2.9277065987628035,110
2016/2017,TAS,Cadmium & compounds,142.6777366791211,1740.449863,1.7687379232867924,40
2016/2017,TAS,Lead & compounds,1944.6380944035234,2537.4302,9.961107155290566,43
2016/2017,TAS,Mercury & compounds,27.550151451740064,41.245217,0.03746423409371964,48
2016/2017,VIC,Cadmium & compounds,479.56946645338354,36.7204179,4.080456923789991,203
2016/2017,VIC,Lead & compounds,2955.8457481994765,976.6261790000001,19.820034654554966,240
2016/2017,VIC,Mercury & compounds,2141.0588770621625,21.915017900000002,1.2767271567975242,246
2016/2017,WA,Cadmium & compounds,1431.3594690684063,294.29766859837946,109.41731735599534,279
2016/2017,WA,Lead & compounds,22121.425601654715,4874.400225230972,993.3835538796856,307
2016/2017,WA,Mercury & compounds,3111.321324725136,17.69406768642143,8.321172461614736,320
2017/2018,ACT,Cadmium & compounds,2.3976250741930962,0.0,0.007093845,10
2017/2018,ACT,Lead & compounds,22.89071581712839,307.4,0.031922304,12
2017/2018,ACT,Mercury & compounds,3.6719578985495414,153.7,0.000304022,13
2017/2018,NSW,Cadmium & compounds,942.911963716343,3.344486292,3.8655641433452828,231
2017/2018,NSW,Lead & compounds,43106.395857851654,19.750990083,74882.78707377306,315
2017/2018,NSW,Mercury & compounds,415.61820663348715,17.154859015524,6.2219078968862265,285
2017/2018,NT,Cadmium & compounds,93.47920037000002,8.213881555,4.251226003099223,54
2017/2018,NT,Lead & compounds,18410.3549690618,118.766514618,42.983706160946504,59
2017/2018,NT,Mercury & compounds,24.037038131779617,1.872090639,1.4045082906756812,57
2017/2018,QLD,Cadmium & compounds,1405.6651326002802,333.90648492,20.94494825035408,281
2017/2018,QLD,Lead & compounds,63473.57366992132,92.501857,97.68503461909336,330
2017/2018,QLD,Mercury & compounds,1521.339296910074,30.99441213,1.4363066847911847,345
2017/2018,SA,Cadmium & compounds,1944.935827078351,973.2684935999999,110.00037321745283,92
2017/2018,SA,Lead & compounds,65347.46556804068,14403.435936,37.37144939353774,122
2017/2018,SA,Mercury & compounds,939.1800149712689,5.7407998000000005,3.6734796338908353,110
2017/2018,TAS,Cadmium & compounds,145.08046583815968,1407.6539741,0.8344076481150942,38
2017/2018,TAS,Lead & compounds,1765.6548725148189,951.5587744,96.35668427421793,41
2017/2018,TAS,Mercury & compounds,58.60946648102624,10.0886315,0.012301774602075415,49
2017/2018,VIC,Cadmium & compounds,512.6574205913382,55.0403481,4.225370501534591,213
2017/2018,VIC,Lead & compounds,3298.781501987377,728.788581,20.52377226090566,245
2017/2018,VIC,Mercury & compounds,1182.9778024407915,21.2502481,1.373861164437196,257
2017/2018,WA,Cadmium & compounds,1352.965971020961,221.60910610647917,69.17462695453445,288
2017/2018,WA,Lead & compounds,23663.40237073255,5249.5580832404585,1013.5148628795667,320
2017/2018,WA,Mercury & compounds,3038.236695382139,12.2444872057,66.9408796839858,325
2018/2019,ACT,Cadmium & compounds,0.7917015705061329,0.0,0.006925189,10
2018/2019,ACT,Lead & compounds,3.970812934202059,0.9,0.031163352,12
2018/2019,ACT,Mercury & compounds,1.5761899204753713,0.2,0.000296794,14
2018/2019,NSW,Cadmium & compounds,773.0604984699468,1.081650887,4.15902351,224
2018/2019,NSW,Lead & compounds,48279.96882088053,33.615172781,68559.4998758,310
2018/2019,NSW,Mercury & compounds,613.5949948881776,37.583400632840004,6.16565851,290
2018/2019,NT,Cadmium & compounds,99.873690691,5.1541191378999995,6.207309847924528,56
2018/2019,NT,Lead & compounds,19070.121103734476,65.448554647375,45.76179820566037,61
2018/2019,NT,Mercury & compounds,11.125128064583414,0.8159099251499999,1.2488659390396224,59
2018/2019,QLD,Cadmium & compounds,2256.6228311922387,22.014643034299997,18.76128099300626,297
2018/2019,QLD,Lead & compounds,105811.1643697118,278.5156616,213.08312078922816,348
2018/2019,QLD,Mercury & compounds,4271.079741912583,8.284058677240001,1.7859924566259817,370
2018/2019,SA,Cadmium & compounds,2039.3028755608375,1532.3466099,104.58192582083868,96
2018/2019,SA,Lead & compounds,67296.46533499958,15731.5603479,35.55759830474906,129
2018/2019,SA,Mercury & compounds,565.6175981855141,5.543321415,3.636894558036657,112
2018/2019,TAS,Cadmium & compounds,131.18208974201414,1366.58732175,0.3642243603169811,36
2018/2019,TAS,Lead & compounds,1444.4196785708868,457.0801299,90.72458329242642,41
2018/2019,TAS,Mercury & compounds,49.45751375399704,25.455106299999997,0.012213915556442047,45
2018/2019,VIC,Cadmium & compounds,493.585071386922,53.6375354,3.927854105651547,217
2018/2019,VIC,Lead & compounds,3331.5014004198592,1015.796154,19.151050875431963,254
2018/2019,VIC,Mercury & compounds,1085.4273540097868,22.417345400000002,1.0882720772422083,264
2018/2019,WA,Cadmium & compounds,1322.0397481959478,258.1019517901154,86.47446060662641,289
2018/2019,WA,Lead & compounds,24390.999896842655,4841.152517631923,1146.5495110009626,323
2018/2019,WA,Mercury & compounds,3151.9084779907603,12.94664670675,114.35764263150463,333
2019/2020,ACT,Cadmium & compounds,1.4622099412109375,0.0,0.009238858,7
2019/2020,ACT,Lead & compounds,10.086870760096875,288.6,0.041574862,9
2019/2020,ACT,Mercury & compounds,5.388433418941406,1.4,0.000395951,10
2019/2020,NSW,Cadmium & compounds,890.290147033434,5.9671847806,80.65225618119136,224
2019/2020,NSW,Lead & compounds,40459.85067563155,123.918318728,82094.18854260436,303
2019/2020,NSW,Mercury & compounds,475.79117844256996,9.494758416637499,25.419265428244074,283
2019/2020,NT,Cadmium & compounds,124.89622996899999,6.32238742576,1.8608424645668578,31
2019/2020,NT,Lead & compounds,22912.028228868,43.8279373022,18.347508629550862,36
2019/2020,NT,Mercury & compounds,12.712869167772755,3.50746751364,1.7211240358528654,31
2019/2020,QLD,Cadmium & compounds,1726.7904831494257,23.527352,9.134317170991885,300
2019/2020,QLD,Lead & compounds,92321.03139487331,89.10920845,149.22256342896347,342
2019/2020,QLD,Mercury & compounds,1976.0779090794197,9.5594779475,1.4375966335710801,365
2019/2020,SA,Cadmium & compounds,1072.1658267516975,1068.1742626999999,87.00487886981131,95
2019/2020,SA,Lead & compounds,48560.33239513243,19788.534954019997,34.84865263915094,131
2019/2020,SA,Mercury & compounds,216.03808077515401,6.379437167,3.997698982991914,125
2019/2020,TAS,Cadmium & compounds,141.65630637475977,1386.929814,0.0273907548301886,35
2019/2020,TAS,Lead & compounds,1553.4138331470476,2151.334247,4493.086900083736,40
2019/2020,TAS,Mercury & compounds,63.98255153247547,25.30285,0.0094858561212938,46
2019/2020,VIC,Cadmium & compounds,406.7947962605092,66.6693143,3.369140083493111,210
2019/2020,VIC,Lead & compounds,4128.776658514168,682.248743,16.551093189719,245
2019/2020,VIC,Mercury & compounds,1185.5821793337961,26.5035538,0.7895060477211329,265
2019/2020,WA,Cadmium & compounds,1370.163474484141,429.4124879888888,66.58968082750577,292
2019/2020,WA,Lead & compounds,24403.01521471163,5832.1796494936725,765.1990224933081,335
2019/2020,WA,Mercury & compounds,2253.0379666607364,15.826723727120791,11.085905755349623,330
2020/2021,ACT,Cadmium & compounds,1.7076414,1.1914,0.010256999999999999,7
2020/2021,ACT,Lead & compounds,5.815891979625,372.2,0.8457063,8
2020/2021,ACT,Mercury & compounds,4.728297306,2.0,0.000635298,10
2020/2021,NSW,Cadmium & compounds,738.7889064823628,7.0525414589999995,0.5072504253396226,201
2020/2021,NSW,Lead & compounds,39897.78027214701,1031.17841459,74989.25988111453,269
2020/2021,NSW,Mercury & compounds,494.66593602753596,22.749188399999998,13.112764468185983,281
2020/2021,NT,Cadmium & compounds,123.052524835,2.836747421848,2.5312438132363377,31
2020/2021,NT,Lead & compounds,21568.057983086,63.543437702309994,24.83487110306352,36
2020/2021,NT,Mercury & compounds,10.077251368676523,1.128523512772,2.376539966695843,31
2020/2021,QLD,Cadmium & compounds,1589.4784591576297,37.319109468,97.04428331718215,293
2020/2021,QLD,Lead & compounds,96291.90381734174,78.795948505,180.2966073942697,330
2020/2021,QLD,Mercury & compounds,1903.7731162924294,5.154675570999999,7.909003561340664,363
2020/2021,SA,Cadmium & compounds,1115.379153156601,815.4478388,101.4766137358566,88
2020/2021,SA,Lead & compounds,65014.50989912131,17493.611694,31.64024489635472,111
2020/2021,SA,Mercury & compounds,124.08458887106079,6.7239847,3.086333730250997,119
2020/2021,TAS,Cadmium & compounds,140.6856624336687,1334.2318027679999,0.09917837773397,36
2020/2021,TAS,Lead & compounds,2194.410778735192,22540.821771169998,17.670175885302864,42
2020/2021,TAS,Mercury & compounds,81.9577370083328,38.138682768,0.014575063060027201,50
2020/2021,VIC,Cadmium & compounds,441.0150078066763,63.2339176,4.115775596852872,208
2020/2021,VIC,Lead & compounds,3876.731268376183,3359.806676,19.979735610337926,238
2020/2021,VIC,Mercury & compounds,1091.5015859199202,28.3959276,0.8218070355794085,272
2020/2021,WA,Cadmium & compounds,1529.4328118711487,447.2626716471725,87.08469485580031,294
2020/2021,WA,Lead & compounds,33959.82383812357,6149.805133951484,1288.7413024699295,337
2020/2021,WA,Mercury & compounds,2698.0249015614436,17.139929441858715,16.35472482660684,349
2021/2022,ACT,Cadmium & compounds,1.0674512,1.4904,0.011218899999999999,7
2021/2022,ACT,Lead & compounds,9.9426948477375,6.427899999999999,0.050304999999999996,9
2021/2022,ACT,Mercury & compounds,5.41091633,2.21005,0.00067881,8
2021/2022,NSW,Cadmium & compounds,717.763385691,29.234923302,2.4927233148,202
2021/2022,NSW,Lead & compounds,32288.53139014289,206.979484741,80452.529065354,273
2021/2022,NSW,Mercury & compounds,536.0904485403,10.63827652,12.5119363236,290
2021/2022,NT,Cadmium & compounds,153.1219286511,2.582419617108,3.832500167,30
2021/2022,NT,Lead & compounds,25249.846320985303,55.725523958885,33.41899277,34
2021/2022,NT,Mercury & compounds,14.2285602054,1.470190475662,3.3399975690000003,30
2021/2022,QLD,Cadmium & compounds,2676.3702012822405,24.450186893799998,30.0782410831,304
2021/2022,QLD,Lead & compounds,117017.39074777871,161.94885150349998,232.80536388950404,343
2021/2022,QLD,Mercury & compounds,2443.8817834301476,4.2967341828,2.7370905406,373
2021/2022,SA,Cadmium & compounds,2890.1396568258,895.1434332,91.89837284,95
2021/2022,SA,Lead & compounds,72298.7701811202,17421.008166,22.996411239999997,120
2021/2022,SA,Mercury & compounds,240.56445290058602,5.7008583,2.463902436,119
2021/2022,TAS,Cadmium & compounds,174.3511096212,1405.4903023410002,0.991402355,41
2021/2022,TAS,Lead & compounds,3214.32519937165,32005.272565930998,21.075854257999996,48
2021/2022,TAS,Mercury & compounds,60.0449467413,36.081918341,0.039025826,50
2021/2022,VIC,Cadmium & compounds,232.24285796122,77.2560081,3.9566280175,209
2021/2022,VIC,Lead & compounds,3237.8522213657398,740.307081,18.3995171546,251
2021/2022,VIC,Mercury & compounds,1124.87261077202,30.9599781,0.717013013392,276
2021/2022,WA,Cadmium & compounds,1560.476321997679,234.56744660467245,98.53063993318817,317
2021/2022,WA,Lead & compounds,34601.55414192316,3265.3037910489725,1216.4651371947136,361
2021/2022,WA,Mercury & compounds,2691.658139528166,19.158055227932476,29.663953624490986,355
2022/2023,ACT,Cadmium & compounds,2.8170123,1.2261000000000002,0.0119972,8
2022/2023,ACT,Lead & compounds,22.199675850000002,6.18079,0.0539175,10
2022/2023,ACT,Mercury & compounds,3.91205218,2.1822,0.0006115960000000001,10
2022/2023,NSW,Cadmium & compounds,575.89748190784,20.04393635,4.9407803230419995,205
2022/2023,NSW,Lead & compounds,25173.045134945172,227.504976,38316.773969426,282
2022/2023,NSW,Mercury & compounds,574.03328953921,16.838771285,0.737538849,319
2022/2023,NT,Cadmium & compounds,160.21261023649998,30.129727045000003,3.5821730400000003,28
2022/2023,NT,Lead & compounds,27939.2544517639,613.04932295,34.64416288,31
2022/2023,NT,Mercury & compounds,14.6260201091,30.211291075000002,3.2974246629,30
2022/2023,QLD,Cadmium & compounds,2546.2257802127147,27.39530275,37.99761086711,298
2022/2023,QLD,Lead & compounds,132190.18387042207,284.5434784,715.134210164,344
2022/2023,QLD,Mercury & compounds,2419.6372302923583,38.41051563,12.2018417096,394
2022/2023,SA,Cadmium & compounds,1683.84608527734,1901.382028432,136.42730942799997,99
2022/2023,SA,Lead & compounds,77666.40019752596,25366.11614216,77.86321455,119
2022/2023,SA,Mercury & compounds,429.300158808029,25.7355071081,11.275359698,124
2022/2023,TAS,Cadmium & compounds,75.8645548005,1471.61697302,0.139695931,41
2022/2023,TAS,Lead & compounds,1804.9706708920999,15706.29807885,1.359138752,44
2022/2023,TAS,Mercury & compounds,55.92084165240001,33.19825394,0.01253436246,49
2022/2023,VIC,Cadmium & compounds,229.7113729063529,71.50438109999999,3.4122107403,209
2022/2023,VIC,Lead & compounds,3690.163499635957,865.3616400000001,244.06928297299999,248
2022/2023,VIC,Mercury & compounds,902.1654351004745,30.3651211,1.81792616591,287
2022/2023,WA,Cadmium & compounds,1691.266635849268,236.94200532500003,270.76233956329935,314
2022/2023,WA,Lead & compounds,60341.42871783296,4553.463027785,974.569222806443,360
2022/2023,WA,Mercury & compounds,2875.0458408351165,35.4562157739516,29.35680051201158,352
2023/2024,ACT,Cadmium & compounds,3.6654603,2.0099,0.0128515,8
2023/2024,ACT,Lead & compounds,35.711825,6.7,0.0578066,9
2023/2024,ACT,Mercury & compounds,5.942768,1.93,0.000648634,10
2023/2024,NSW,Cadmium & compounds,697.7648788507186,2.69807725,1.89718200955,212
2023/2024,NSW,Lead & compounds,30164.428528167857,415.59655124,35039.1913350365,298
2023/2024,NSW,Mercury & compounds,532.078928062388,17.729807895,0.305678676775,325
2023/2024,NT,Cadmium & compounds,154.5605124263,51.1751634537695,6.412445563,28
2023/2024,NT,Lead & compounds,27178.4605245868,953.4942617234618,62.15107708,32
2023/2024,NT,Mercury & compounds,15.5490904125,43.331219598323194,6.0457372245,29
2023/2024,QLD,Cadmium & compounds,3944.6761549181865,14.3935119411,11.34098525326,289
2023/2024,QLD,Lead & compounds,216876.80280681237,127.6378460081,126.7886990874,339
2023/2024,QLD,Mercury & compounds,1355.020905586507,4.02787198534,2.204681844845,375
2023/2024,SA,Cadmium & compounds,1594.8581487067,2971.5010512,120.747924842,101
2023/2024,SA,Lead & compounds,54905.82849229508,24834.569512000002,61.25011809,122
2023/2024,SA,Mercury & compounds,482.32704361188,16.5850512,8.7466879025,126
2023/2024,TAS,Cadmium & compounds,68.9952153939,1417.1719285660001,0.44313413199999996,39
2023/2024,TAS,Lead & compounds,1494.3393862506,10326.28412434,975.723112633,42
2023/2024,TAS,Mercury & compounds,62.916684463799996,29.326872692000002,4.0264286509,50
2023/2024,VIC,Cadmium & compounds,228.87831858263002,58.9139588,3.84389576921,208
2023/2024,VIC,Lead & compounds,3605.54844694287,642.689751,160.132682396,247
2023/2024,VIC,Mercury & compounds,884.29060322114,27.2341713,1.00144408122,275
2023/2024,WA,Cadmium & compounds,1697.3803713826494,238.36798143800002,330.571706098,290
2023/2024,WA,Lead & compounds,111143.62360513431,5214.913262399,3507.824671985,332
2023/2024,WA,Mercury & compounds,2469.1927993171907,26.0319842849,16.7823683164,336
2024/2025,ACT,Cadmium & compounds,2.7356286,0.87,0.0136785,8
2024/2025,ACT,Lead & compounds,19.97010418,3.75,0.061518300000000005,10
2024/2025,ACT,Mercury & compounds,2.42410871,1.65,0.000634936,10
2024/2025,NSW,Cadmium & compounds,547.0508296230842,135.9845273,6.988642986,229
2024/2025,NSW,Lead & compounds,24233.81429941335,159.363416,168931.436205555,311
2024/2025,NSW,Mercury & compounds,510.93114004212117,19.70818315,0.401011517,337
2024/2025,NT,Cadmium & compounds,164.8952273473,1.916174303,3.8520914050000004,28
2024/2025,NT,Lead & compounds,27465.0150894928,67.20532148000001,37.14594775,31
2024/2025,NT,Mercury & compounds,17.1522501104,0.5832818830000001,3.5423535745,29
2024/2025,QLD,Cadmium & compounds,3957.7116089862106,48.29081156,14.504829761803702,281
2024/2025,QLD,Lead & compounds,152101.68100224805,616.38256423,132.73057256627135,324
2024/2025,QLD,Mercury & compounds,1243.2276024765151,5.694184496,2.345860572489395,365
2024/2025,SA,Cadmium & compounds,2698.1479915439004,2166.4331536000004,121.5717549802279,96
2024/2025,SA,Lead & compounds,73259.5776532835,27024.712512,63.38354713977466,112
2024/2025,SA,Mercury & compounds,142.15118864138697,45.1930512,9.025513430156124,120
2024/2025,TAS,Cadmium & compounds,209.2292404295,1138.6811467520001,0.054880795999999996,38
2024/2025,TAS,Lead & compounds,8568.3201293395,1525.09914122,4.195432886000001,41
2024/2025,TAS,Mercury & compounds,56.183141067200005,31.151631476,0.0117456651,47
2024/2025,VIC,Cadmium & compounds,193.64966195546,65.7476129,4.2121459466,210
2024/2025,VIC,Lead & compounds,3776.71010650365,680.726129,21.203631727999998,251
2024/2025,VIC,Mercury & compounds,758.019566897112,26.8865929,2.05986318612,288
2024/2025,WA,Cadmium & compounds,1565.892979015517,307.86809049100003,237.46098516603882,289
2024/2025,WA,Lead & compounds,123697.51558726364,6142.521858016001,506.3758308376,325
2024/2025,WA,Mercury & compounds,2321.5910107505083,45.062960992,6.776613727506418,337
